"punctuatedPartNumber","partDescr","productId","originalRetailPrice","brandName",""
"0110-3362",HELMET NAKED MATT BLK SM,1310,379.95,AGV,https://asset.lemansplatform.com/media/edge/D/D/8/DD8C6A49-91CC-4C26-ABA5-5180F99D97D0.png
"0110-3363",HELMET NAKED MATT BLK MD,1310,379.95,AGV,https://asset.lemansplatform.com/media/edge/D/D/8/DD8C6A49-91CC-4C26-ABA5-5180F99D97D0.png
"0110-3364",HELMET NAKED MATT BLK LG,1310,379.95,AGV,https://asset.lemansplatform.com/media/edge/D/D/8/DD8C6A49-91CC-4C26-ABA5-5180F99D97D0.png
"0110-3365",HELMET NAKED MATT BLK XL,1310,379.95,AGV,https://asset.lemansplatform.com/media/edge/D/D/8/DD8C6A49-91CC-4C26-ABA5-5180F99D97D0.png
"0110-3366",HELMET NAKED MATT BLK 2XL,1310,379.95,AGV,https://asset.lemansplatform.com/media/edge/D/D/8/DD8C6A49-91CC-4C26-ABA5-5180F99D97D0.png
"0110-4129",HELMET NAKED CARBON SM,1310,499.95,AGV,https://asset.lemansplatform.com/media/edge/8/9/4/894FEB65-1E8E-4E2E-80F7-262CF5D3CCB8.png
"0110-4130",HELMET NAKED CARBON MD,1310,499.95,AGV,https://asset.lemansplatform.com/media/edge/8/9/4/894FEB65-1E8E-4E2E-80F7-262CF5D3CCB8.png
"0110-4131",HELMET NAKED CARBON LG,1310,499.95,AGV,https://asset.lemansplatform.com/media/edge/8/9/4/894FEB65-1E8E-4E2E-80F7-262CF5D3CCB8.png
"0110-4132",HELMET NAKED CARBON XL,1310,499.95,AGV,https://asset.lemansplatform.com/media/edge/8/9/4/894FEB65-1E8E-4E2E-80F7-262CF5D3CCB8.png
"0110-4133",HELMET NAKED CARBON 2XL,1310,499.95,AGV,https://asset.lemansplatform.com/media/edge/8/9/4/894FEB65-1E8E-4E2E-80F7-262CF5D3CCB8.png
"0110-4390",HELMET NAKED FURY SM,1310,499.95,AGV,https://asset.lemansplatform.com/media/edge/9/1/3/91328E1D-2561-4303-A38C-1D6368EC275C.png
"0110-4391",HELMET NAKED FURY MD,1310,499.95,AGV,https://asset.lemansplatform.com/media/edge/9/1/3/91328E1D-2561-4303-A38C-1D6368EC275C.png
"0110-4392",HELMET NAKED FURY LG,1310,499.95,AGV,https://asset.lemansplatform.com/media/edge/9/1/3/91328E1D-2561-4303-A38C-1D6368EC275C.png
"0110-4393",HELMET NAKED FURY XL,1310,499.95,AGV,https://asset.lemansplatform.com/media/edge/9/1/3/91328E1D-2561-4303-A38C-1D6368EC275C.png
"0110-4394",HELMET NAKED FURY 2XL,1310,499.95,AGV,https://asset.lemansplatform.com/media/edge/9/1/3/91328E1D-2561-4303-A38C-1D6368EC275C.png
"0110-4676",HELMET AX8 CARBN WH/RD SM,1287,479.95,AGV,https://asset.lemansplatform.com/media/edge/2/B/D/2BDDD0B9-0E52-4F6B-B6B5-5A70EBC00A4A.png
"0110-4680",HELMET AX8 CARBN WH/RD 2X,1287,479.95,AGV,https://asset.lemansplatform.com/media/edge/2/B/D/2BDDD0B9-0E52-4F6B-B6B5-5A70EBC00A4A.png
"0110-4681",HELMET AX8 CARBN GN/GY SM,1287,479.95,AGV,https://asset.lemansplatform.com/media/edge/A/5/8/A580C2D4-F26C-45DE-ADDC-39BEF2CF9677.png
"0110-4682",HELMET AX8 CARBN GN/GY MD,1287,479.95,AGV,https://asset.lemansplatform.com/media/edge/A/5/8/A580C2D4-F26C-45DE-ADDC-39BEF2CF9677.png
"0110-4683",HELMET AX8 CARBN GN/GY LG,1287,479.95,AGV,https://asset.lemansplatform.com/media/edge/A/5/8/A580C2D4-F26C-45DE-ADDC-39BEF2CF9677.png
"0110-4684",HELMET AX8 CARBN GN/GY XL,1287,479.95,AGV,https://asset.lemansplatform.com/media/edge/A/5/8/A580C2D4-F26C-45DE-ADDC-39BEF2CF9677.png
"0110-4685",HELMET AX8 CARBN GN/GY 2X,1287,479.95,AGV,https://asset.lemansplatform.com/media/edge/A/5/8/A580C2D4-F26C-45DE-ADDC-39BEF2CF9677.png
